,author_id,doc_id,GLAUx?,filename,subcorpus,author,title,date_avr,provenience,tlg_epithet,n_sentences,wordcount
13,tlg0006,tlg0006.tlg010,True,tlg0006.tlg010.perseus-grc2.xml,classical,Euripides,Ἴων,-4.5,pagan,Tragici,1090,9339
14,tlg0006,tlg0006.tlg011,True,tlg0006.tlg011.perseus-grc2.xml,classical,Euripides,Τρῳάδες,-4.5,pagan,Tragici,690,7230
15,tlg0006,tlg0006.tlg012,True,tlg0006.tlg012.perseus-grc2.xml,classical,Euripides,Ἠλέκτρα,-4.5,pagan,Tragici,862,7781
16,tlg0006,tlg0006.tlg013,True,tlg0006.tlg013.perseus-grc2.xml,classical,Euripides,Ἰφιγένεια ἐν Ταύροις,-4.5,pagan,Tragici,903,8497
17,tlg0006,tlg0006.tlg014,True,tlg0006.tlg014.perseus-grc2.xml,classical,Euripides,Ἑλένη,-4.5,pagan,Tragici,1109,9982
18,tlg0006,tlg0006.tlg015,True,tlg0006.tlg015.perseus-grc2.xml,classical,Euripides,Φοίνισσαι,-4.5,pagan,Tragici,1055,9951
19,tlg0006,tlg0006.tlg016,True,tlg0006.tlg016.perseus-grc2.xml,classical,Euripides,Orestes,-4.5,pagan,Tragici,1183,10115
20,tlg0006,tlg0006.tlg017,True,tlg0006.tlg017.perseus-grc2.xml,classical,Euripides,Βάκχαι,-4.5,pagan,Tragici,783,7697
21,tlg0006,tlg0006.tlg018,True,tlg0006.tlg018.perseus-grc2.xml,classical,Euripides,Ἰφιγένεια ἐν Αὐλίδι,-4.5,pagan,Tragici,1033,9481
22,tlg0006,tlg0006.tlg019,True,tlg0006.tlg019.perseus-grc2.xml,classical,Euripides,Ῥῆσος,-4.5,pagan,Tragici,636,5506
23,tlg0007,tlg0007.tlg001,True,tlg0007.tlg001.perseus-grc2.xml,roman,Plutarch,Theseus,1.0,pagan,Philosophici/-ae,429,7533
24,tlg0007,tlg0007.tlg002,True,tlg0007.tlg002.perseus-grc2.xml,roman,Plutarch,Romulus,1.0,pagan,Philosophici/-ae,481,9326
25,tlg0007,tlg0007.tlg003,True,tlg0007.tlg003.perseus-grc2.xml,roman,Plutarch,Comparison of Theseus and Romulus,1.0,pagan,Philosophici/-ae,42,1165
26,tlg0007,tlg0007.tlg004,True,tlg0007.tlg004.perseus-grc2.xml,roman,Plutarch,Lycurgus,1.0,pagan,Philosophici/-ae,419,9546
27,tlg0007,tlg0007.tlg005,True,tlg0007.tlg005.perseus-grc2.xml,roman,Plutarch,Numa,1.0,pagan,Philosophici/-ae,281,7590
28,tlg0007,tlg0007.tlg006,True,tlg0007.tlg006.perseus-grc2.xml,roman,Plutarch,Comparison of Lycurgus and Numa,1.0,pagan,Philosophici/-ae,46,1596
29,tlg0007,tlg0007.tlg007,True,tlg0007.tlg007.perseus-grc2.xml,roman,Plutarch,Solon,1.0,pagan,Philosophici/-ae,523,8722
30,tlg0007,tlg0007.tlg008,True,tlg0007.tlg008.perseus-grc2.xml,roman,Plutarch,Publicola,1.0,pagan,Philosophici/-ae,235,5870
31,tlg0007,tlg0007.tlg009,True,tlg0007.tlg009.perseus-grc2.xml,roman,Plutarch,Comparison of Solon and Publicola,1.0,pagan,Philosophici/-ae,38,944
32,tlg0007,tlg0007.tlg010,True,tlg0007.tlg010.perseus-grc2.xml,roman,Plutarch,Themistocles,1.0,pagan,Philosophici/-ae,402,8022
33,tlg0007,tlg0007.tlg011,True,tlg0007.tlg011.perseus-grc2.xml,roman,Plutarch,Camillus,1.0,pagan,Philosophici/-ae,407,11110
34,tlg0007,tlg0007.tlg012,True,tlg0007.tlg012.perseus-grc2.xml,roman,Plutarch,Pericles,1.0,pagan,Philosophici/-ae,541,10215
35,tlg0007,tlg0007.tlg013,True,tlg0007.tlg013.perseus-grc2.xml,roman,Plutarch,Fabius Maximus,1.0,pagan,Philosophici/-ae,293,7845
36,tlg0007,tlg0007.tlg014,True,tlg0007.tlg014.perseus-grc2.xml,roman,Plutarch,Comparison of Pericles and Fabius Maximus,1.0,pagan,Philosophici/-ae,31,727
37,tlg0007,tlg0007.tlg015,True,tlg0007.tlg015.perseus-grc2.xml,roman,Plutarch,Alcibiades,1.0,pagan,Philosophici/-ae,509,10171
38,tlg0007,tlg0007.tlg016,True,tlg0007.tlg016.perseus-grc2.xml,roman,Plutarch,Caius Marcius Coriolanus,1.0,pagan,Philosophici/-ae,330,9363
39,tlg0007,tlg0007.tlg017,True,tlg0007.tlg017.perseus-grc2.xml,roman,Plutarch,Comparison of Alcibiades and Coriolanus,1.0,pagan,Philosophici/-ae,51,1096
40,tlg0007,tlg0007.tlg018,True,tlg0007.tlg018.perseus-grc2.xml,roman,Plutarch,Timoleon,1.0,pagan,Philosophici/-ae,292,9105
41,tlg0007,tlg0007.tlg019,True,tlg0007.tlg019.perseus-grc2.xml,roman,Plutarch,Aemilius Paulus,1.0,pagan,Philosophici/-ae,353,9660
42,tlg0007,tlg0007.tlg020,True,tlg0007.tlg020.perseus-grc2.xml,roman,Plutarch,Comparison of Timoleon and Aemilius,1.0,pagan,Philosophici/-ae,19,478
43,tlg0007,tlg0007.tlg021,True,tlg0007.tlg021.perseus-grc2.xml,roman,Plutarch,Pelopidas,1.0,pagan,Philosophici/-ae,308,9479
44,tlg0007,tlg0007.tlg022,True,tlg0007.tlg022.perseus-grc2.xml,roman,Plutarch,Marcellus,1.0,pagan,Philosophici/-ae,305,8553
45,tlg0007,tlg0007.tlg023,True,tlg0007.tlg023.perseus-grc2.xml,roman,Plutarch,Machine readable text,1.0,pagan,Philosophici/-ae,38,826
46,tlg0007,tlg0007.tlg024,True,tlg0007.tlg024.perseus-grc2.xml,roman,Plutarch,Machine readable text,1.0,pagan,Philosophici/-ae,393,8264
47,tlg0007,tlg0007.tlg025,True,tlg0007.tlg025.perseus-grc2.xml,roman,Plutarch,Machine readable text,1.0,pagan,Philosophici/-ae,312,8141
48,tlg0007,tlg0007.tlg026,True,tlg0007.tlg026.perseus-grc2.xml,roman,Plutarch,Machine readable text,1.0,pagan,Philosophici/-ae,48,1460
49,tlg0007,tlg0007.tlg027,True,tlg0007.tlg027.perseus-grc2.xml,roman,Plutarch,Machine readable text,1.0,pagan,Philosophici/-ae,170,5708
50,tlg0007,tlg0007.tlg028,True,tlg0007.tlg028.perseus-grc2.xml,roman,Plutarch,Machine readable text,1.0,pagan,Philosophici/-ae,191,5868
51,tlg0007,tlg0007.tlg029,True,tlg0007.tlg029.perseus-grc2.xml,roman,Plutarch,Machine readable text,1.0,pagan,Philosophici/-ae,23,546
52,tlg0007,tlg0007.tlg030,True,tlg0007.tlg030.perseus-grc2.xml,roman,Plutarch,Machine readable text,1.0,pagan,Philosophici/-ae,424,10971
53,tlg0007,tlg0007.tlg031,True,tlg0007.tlg031.perseus-grc2.xml,roman,Plutarch,Machine readable text,1.0,pagan,Philosophici/-ae,503,12845
54,tlg0007,tlg0007.tlg032,True,tlg0007.tlg032.perseus-grc2.xml,roman,Plutarch,Machine readable text,1.0,pagan,Philosophici/-ae,358,8154
55,tlg0007,tlg0007.tlg033,True,tlg0007.tlg033.perseus-grc2.xml,roman,Plutarch,Machine readable text,1.0,pagan,Philosophici/-ae,433,11564
56,tlg0007,tlg0007.tlg034,True,tlg0007.tlg034.perseus-grc2.xml,roman,Plutarch,Machine readable text,1.0,pagan,Philosophici/-ae,42,1233
57,tlg0007,tlg0007.tlg035,True,tlg0007.tlg035.perseus-grc2.xml,roman,Plutarch,Machine readable text,1.0,pagan,Philosophici/-ae,250,5882
58,tlg0007,tlg0007.tlg036,True,tlg0007.tlg036.perseus-grc2.xml,roman,Plutarch,Machine readable text,1.0,pagan,Philosophici/-ae,487,13359
59,tlg0007,tlg0007.tlg037,True,tlg0007.tlg037.perseus-grc2.xml,roman,Plutarch,Machine readable text,1.0,pagan,Philosophici/-ae,35,986
60,tlg0007,tlg0007.tlg038,True,tlg0007.tlg038.perseus-grc2.xml,roman,Plutarch,Machine readable text,1.0,pagan,Philosophici/-ae,468,9136
61,tlg0007,tlg0007.tlg039,True,tlg0007.tlg039.perseus-grc2.xml,roman,Plutarch,Machine readable text,1.0,pagan,Philosophici/-ae,418,10334
62,tlg0007,tlg0007.tlg040,True,tlg0007.tlg040.perseus-grc2.xml,roman,Plutarch,Machine readable text,1.0,pagan,Philosophici/-ae,50,1242
63,tlg0007,tlg0007.tlg041,True,tlg0007.tlg041.perseus-grc2.xml,roman,Plutarch,Machine readable text,1.0,pagan,Philosophici/-ae,181,5513
64,tlg0007,tlg0007.tlg042,True,tlg0007.tlg042.perseus-grc2.xml,roman,Plutarch,Machine readable text,1.0,pagan,Philosophici/-ae,227,6674
65,tlg0007,tlg0007.tlg043,True,tlg0007.tlg043.perseus-grc2.xml,roman,Plutarch,Machine readable text,1.0,pagan,Philosophici/-ae,17,400
66,tlg0007,tlg0007.tlg044,True,tlg0007.tlg044.perseus-grc2.xml,roman,Plutarch,Machine readable text,1.0,pagan,Philosophici/-ae,480,10827
67,tlg0007,tlg0007.tlg045,True,tlg0007.tlg045.perseus-grc2.xml,roman,Plutarch,Machine readable text,1.0,pagan,Philosophici/-ae,792,20181
68,tlg0007,tlg0007.tlg046,True,tlg0007.tlg046.perseus-grc2.xml,roman,Plutarch,Machine readable text,1.0,pagan,Philosophici/-ae,33,1080
69,tlg0007,tlg0007.tlg047,True,tlg0007.tlg047.perseus-grc2.xml,roman,Plutarch,Machine readable text,1.0,pagan,Philosophici/-ae,771,20006
70,tlg0007,tlg0007.tlg048,True,tlg0007.tlg048.perseus-grc2.xml,roman,Plutarch,Machine readable text,1.0,pagan,Philosophici/-ae,513,16062
71,tlg0007,tlg0007.tlg049,True,tlg0007.tlg049.perseus-grc2.xml,roman,Plutarch,Machine readable text,1.0,pagan,Philosophici/-ae,345,8260
72,tlg0007,tlg0007.tlg050,True,tlg0007.tlg050.perseus-grc2.xml,roman,Plutarch,Machine readable text,1.0,pagan,Philosophici/-ae,620,16771
73,tlg0007,tlg0007.tlg051,False,tlg0007.tlg051.perseus-grc1.xml,roman,Plutarch,Machine readable text,1.0,pagan,Philosophici/-ae,455,13514
74,tlg0007,tlg0007.tlg052,False,tlg0007.tlg052.perseus-grc1.xml,roman,Plutarch,Machine readable text,1.0,pagan,Philosophici/-ae,338,9242
75,tlg0007,tlg0007.tlg053,True,tlg0007.tlg053.perseus-grc2.xml,roman,Plutarch,Machine readable text,1.0,pagan,Philosophici/-ae,34,980
76,tlg0007,tlg0007.tlg054,True,tlg0007.tlg054.perseus-grc2.xml,roman,Plutarch,Machine readable text,1.0,pagan,Philosophici/-ae,282,6876
77,tlg0007,tlg0007.tlg055,True,tlg0007.tlg055.perseus-grc2.xml,roman,Plutarch,Machine readable text,1.0,pagan,Philosophici/-ae,511,12046
78,tlg0007,tlg0007.tlg056,True,tlg0007.tlg056.perseus-grc2.xml,roman,Plutarch,Machine readable text,1.0,pagan,Philosophici/-ae,37,992
79,tlg0007,tlg0007.tlg057,True,tlg0007.tlg057.perseus-grc2.xml,roman,Plutarch,Demetrius,1.0,pagan,Philosophici/-ae,581,12408
80,tlg0007,tlg0007.tlg058,True,tlg0007.tlg058.perseus-grc2.xml,roman,Plutarch,Antony,1.0,pagan,Philosophici/-ae,923,18538
81,tlg0007,tlg0007.tlg059,True,tlg0007.tlg059.perseus-grc2.xml,roman,Plutarch,Comparison of Demetrius and Antony,1.0,pagan,Philosophici/-ae,40,886
82,tlg0007,tlg0007.tlg060,True,tlg0007.tlg060.perseus-grc2.xml,roman,Plutarch,Machine readable text,1.0,pagan,Philosophici/-ae,451,11812
83,tlg0007,tlg0007.tlg061,True,tlg0007.tlg061.perseus-grc2.xml,roman,Plutarch,Machine readable text,1.0,pagan,Philosophici/-ae,565,11900
84,tlg0007,tlg0007.tlg062,True,tlg0007.tlg062.perseus-grc2.xml,roman,Plutarch,Machine readable text,1.0,pagan,Philosophici/-ae,39,941
85,tlg0007,tlg0007.tlg063,True,tlg0007.tlg063.perseus-grc2.xml,roman,Plutarch,Machine readable text,1.0,pagan,Philosophici/-ae,444,11854
86,tlg0007,tlg0007.tlg064,True,tlg0007.tlg064.perseus-grc2.xml,roman,Plutarch,Machine readable text,1.0,pagan,Philosophici/-ae,296,7358
87,tlg0007,tlg0007.tlg065,True,tlg0007.tlg065.perseus-grc2.xml,roman,Plutarch,Machine readable text,1.0,pagan,Philosophici/-ae,247,6223
88,tlg0007,tlg0007.tlg066,True,tlg0007.tlg066.perseus-grc2.xml,roman,Plutarch,Machine readable text,1.0,pagan,Philosophici/-ae,164,4145
89,tlg0007,tlg0007.tlg067,False,tlg0007.tlg067.perseus-grc2.xml,roman,Plutarch,Περὶ παίδων ἀγωγῆς,1.0,pagan,Philosophici/-ae,434,6348
90,tlg0007,tlg0007.tlg068,False,tlg0007.tlg068.perseus-grc2.xml,roman,Plutarch,Πῶς δεῖ τὸν νέον ποιημάτων ἀκούειν.,1.0,pagan,Philosophici/-ae,669,10381
91,tlg0007,tlg0007.tlg069,False,tlg0007.tlg069.perseus-grc2.xml,roman,Plutarch,Περὶ τοῦ ἀκούειν,1.0,pagan,Philosophici/-ae,234,5260
92,tlg0007,tlg0007.tlg070,False,tlg0007.tlg070.perseus-grc2.xml,roman,Plutarch,Πῶς ἄν τις διακρίνειε τὸν κόλκακα τοῦ φίλου,1.0,pagan,Philosophici/-ae,680,12230
93,tlg0007,tlg0007.tlg071,False,tlg0007.tlg071.perseus-grc2.xml,roman,Plutarch,Πῶς ἄν τις αἴσθοιτο ἑαυτοῦ προκόπτοντος ἐπʼ ἀρετή,1.0,pagan,Philosophici/-ae,254,5303
94,tlg0007,tlg0007.tlg072,True,tlg0007.tlg072.perseus-grc2.xml,roman,Plutarch,Πῶς ἄν τις ἀπ’ ἐχθρῶν ὠφελοῖτο,1.0,pagan,Philosophici/-ae,190,3161
95,tlg0007,tlg0007.tlg073,True,tlg0007.tlg073.perseus-grc2.xml,roman,Plutarch,Περί πολυφιλίας,1.0,pagan,Philosophici/-ae,115,1962
96,tlg0007,tlg0007.tlg074,True,tlg0007.tlg074.perseus-grc2.xml,roman,Plutarch,Περὶ τύχης,1.0,pagan,Philosophici/-ae,99,1357
97,tlg0007,tlg0007.tlg075,True,tlg0007.tlg075.perseus-grc2.xml,roman,Plutarch,Περὶ ἀρετῆς καὶ κακιάς,1.0,pagan,Philosophici/-ae,49,688
98,tlg0007,tlg0007.tlg076,False,tlg0007.tlg076.perseus-grc2.xml,roman,Plutarch,Πραμυθητικὸς πρὸς Ἀπολλώνιον,1.0,pagan,Philosophici/-ae,726,9956
99,tlg0007,tlg0007.tlg077,False,tlg0007.tlg077.perseus-grc2.xml,roman,Plutarch,Ὑγιεινὰ παραγγέλματα,1.0,pagan,Philosophici/-ae,458,7355
100,tlg0007,tlg0007.tlg078,False,tlg0007.tlg078.perseus-grc2.xml,roman,Plutarch,Γαμικὰ παραγγέλματα,1.0,pagan,Philosophici/-ae,206,3861
101,tlg0007,tlg0007.tlg079,False,tlg0007.tlg079.perseus-grc2.xml,roman,Plutarch,Των επτά σοφών συμπόσιον,1.0,pagan,Philosophici/-ae,536,9244
102,tlg0007,tlg0007.tlg080,False,tlg0007.tlg080.perseus-grc2.xml,roman,Plutarch,Περὶ δεισιδαιμονίας,1.0,pagan,Philosophici/-ae,229,3500
103,tlg0007,tlg0007.tlg081,True,tlg0007.tlg081.perseus-grc4.xml,roman,Plutarch,Ἀποφθέγματα βασιλέων καὶ στρατηγῶν,1.0,pagan,Philosophici/-ae,923,16360
104,tlg0007,tlg0007.tlg082,True,tlg0007.tlg082b.perseus-grc4.xml,roman,Plutarch,Λακαινῶν ἀποφθάγματα,1.0,pagan,Philosophici/-ae,95,1161
105,tlg0007,tlg0007.tlg083,True,tlg0007.tlg083.perseus-grc4.xml,roman,Plutarch,Γυναικῶν ἀρεταί,1.0,pagan,Philosophici/-ae,626,9827
106,tlg0007,tlg0007.tlg084,False,tlg0007.tlg084b.perseus-grc4.xml,roman,Plutarch,Κεφαλαίων καταγραφή Ἑλληνικά,1.0,pagan,Philosophici/-ae,469,6310
107,tlg0007,tlg0007.tlg085,True,tlg0007.tlg085.perseus-grc4.xml,roman,Plutarch,Συναγωγὴ ἱστοριῶν παραλλήλων Ἑλληνικῶν καὶ Ῥωμαϊκῶν,1.0,pagan,Philosophici/-ae,623,5240
108,tlg0007,tlg0007.tlg086,False,tlg0007.tlg086.perseus-grc4.xml,roman,Plutarch,Περὶ τῆς Ῥωμαίων τύχης,1.0,pagan,Philosophici/-ae,365,5202
109,tlg0007,tlg0007.tlg087,False,tlg0007.tlg087.perseus-grc4.xml,roman,Plutarch,"Περὶ τῆς Ἀλεξάνδρου τύχης ἢ ἀρετῆς λόγος Α, λόγος Β",1.0,pagan,Philosophici/-ae,577,8821
110,tlg0007,tlg0007.tlg088,True,tlg0007.tlg088.perseus-grc4.xml,roman,Plutarch,Πότερον Ἀθηναῖοι κατὰ πόλεμον ἢ κατὰ σοφίαν ἐνδοξότεροι,1.0,pagan,Philosophici/-ae,279,3117
111,tlg0007,tlg0007.tlg089,False,tlg0007.tlg089.perseus-grc2.xml,roman,Plutarch,Περὶ Ἴσιδος και Ὀσίριδος,1.0,pagan,Philosophici/-ae,1378,17979
112,tlg0007,tlg0007.tlg090,False,tlg0007.tlg090.perseus-grc2.xml,roman,Plutarch,Περὶ τοῦ Ε τοῦ ἐν Δελφοῖς,1.0,pagan,Philosophici/-ae,382,5435
113,tlg0007,tlg0007.tlg091,False,tlg0007.tlg091.perseus-grc2.xml,roman,Plutarch,Περὶ τοῦ μὴ χρᾶν ἔμμετρα νῦν τὴν Πυθίαν,1.0,pagan,Philosophici/-ae,696,8273
114,tlg0007,tlg0007.tlg092,False,tlg0007.tlg092.perseus-grc2.xml,roman,Plutarch,Περὶ τῶν ἐκλελοιπότων,1.0,pagan,Philosophici/-ae,1038,15121
115,tlg0007,tlg0007.tlg093,False,tlg0007.tlg093.perseus-grc2.xml,roman,Plutarch,Εἰ διδακτὸν ἡ ἀρετή,1.0,pagan,Philosophici/-ae,62,743
116,tlg0007,tlg0007.tlg094,False,tlg0007.tlg094.perseus-grc2.xml,roman,Plutarch,Περὶ τῆς ἠθικῆς ἀρετῆς,1.0,pagan,Philosophici/-ae,394,6180
117,tlg0007,tlg0007.tlg095,False,tlg0007.tlg095.perseus-grc2.xml,roman,Plutarch,Περὶ ἀοπγησίας,1.0,pagan,Philosophici/-ae,419,5772
118,tlg0007,tlg0007.tlg096,False,tlg0007.tlg096.perseus-grc2.xml,roman,Plutarch,Περὶ εὐθυμίας,1.0,pagan,Philosophici/-ae,479,6511
119,tlg0007,tlg0007.tlg097,False,tlg0007.tlg097.perseus-grc2.xml,roman,Plutarch,Περὶ φιλαδελφίας,1.0,pagan,Philosophici/-ae,437,6943
120,tlg0007,tlg0007.tlg098,False,tlg0007.tlg098.perseus-grc2.xml,roman,Plutarch,Περὶ τῆς εἰς τὰ ἔκγονα φιλοστοργίας,1.0,pagan,Philosophici/-ae,222,2526
121,tlg0007,tlg0007.tlg099,False,tlg0007.tlg099.perseus-grc2.xml,roman,Plutarch,Εἰ αὐτάρκης ἡ κακία πρὸς κακοδαιμονίαν,1.0,pagan,Philosophici/-ae,70,949
122,tlg0007,tlg0007.tlg100,False,tlg0007.tlg100.perseus-grc2.xml,roman,Plutarch,Ποτερον τὰ τῆς ψυχῆς ἢ τὰ τοῦ σώματος πάθη χείρονα,1.0,pagan,Philosophici/-ae,59,906
123,tlg0007,tlg0007.tlg101,False,tlg0007.tlg101.perseus-grc2.xml,roman,Plutarch,Περὶ ἀδολεσχίας,1.0,pagan,Philosophici/-ae,498,6231
124,tlg0007,tlg0007.tlg102,False,tlg0007.tlg102.perseus-grc2.xml,roman,Plutarch,Περὶ πολυπραγμοσύνης,1.0,pagan,Philosophici/-ae,285,3885
125,tlg0007,tlg0007.tlg103,False,tlg0007.tlg103.perseus-grc2.xml,roman,Plutarch,Περὶ φιλοπλουτίας,1.0,pagan,Philosophici/-ae,198,2419
126,tlg0007,tlg0007.tlg104,False,tlg0007.tlg104.perseus-grc2.xml,roman,Plutarch,Περὶ δυσωπίας,1.0,pagan,Philosophici/-ae,238,3821
127,tlg0007,tlg0007.tlg105,False,tlg0007.tlg105.perseus-grc2.xml,roman,Plutarch,Περὶ φθόνου καὶ μίσους,1.0,pagan,Philosophici/-ae,96,1110
128,tlg0007,tlg0007.tlg106,False,tlg0007.tlg106.perseus-grc2.xml,roman,Plutarch,Περὶ τοῦ ἑαυτὸν ἐπαινεῖν ἀνεπιφθόνως,1.0,pagan,Philosophici/-ae,268,4223
129,tlg0007,tlg0007.tlg107,False,tlg0007.tlg107.perseus-grc2.xml,roman,Plutarch,Περὶ τῶν ὑπὸ τοῦ θείου βραδέως τιμωρουμένων,1.0,pagan,Philosophici/-ae,602,10063
130,tlg0007,tlg0007.tlg108,False,tlg0007.tlg108.perseus-grc2.xml,roman,Plutarch,Περὶ εἱμαρμένης,1.0,pagan,Philosophici/-ae,310,3960
131,tlg0007,tlg0007.tlg109,False,tlg0007.tlg109.perseus-grc2.xml,roman,Plutarch,Περὶ τοῦ Σωκράτους δαιμονίου,1.0,pagan,Philosophici/-ae,946,12986
132,tlg0007,tlg0007.tlg110,False,tlg0007.tlg110.perseus-grc2.xml,roman,Plutarch,Περὶ φυγῆς,1.0,pagan,Philosophici/-ae,402,4475
133,tlg0007,tlg0007.tlg111,False,tlg0007.tlg111.perseus-grc2.xml,roman,Plutarch,Παραμυθητικός εἰς τὴν γυναῖκα τὴν αὑτου,1.0,pagan,Philosophici/-ae,158,2175
134,tlg0007,tlg0007.tlg112,False,tlg0007.tlg112.perseus-grc2.xml,roman,Plutarch,Συμποσιακῶν προβλημάτων βιβλία,1.0,pagan,Philosophici/-ae,6455,68622
135,tlg0007,tlg0007.tlg113,False,tlg0007.tlg113.perseus-grc2.xml,roman,Plutarch,Ἐρωτικός,1.0,pagan,Philosophici/-ae,1472,12861
136,tlg0007,tlg0007.tlg114,False,tlg0007.tlg114.perseus-grc2.xml,roman,Plutarch,Ἐρωτικαὶ διηγήσεις,1.0,pagan,Philosophici/-ae,138,1891
137,tlg0007,tlg0007.tlg115,False,tlg0007.tlg115.perseus-grc2.xml,roman,Plutarch,Περὶ τοῦ ὅτι μάλιστα τοῖς ἡγεμόσι δεῖ τὸν φιλοσοφόν διαλέγεσθαι,1.0,pagan,Philosophici/-ae,199,1923
138,tlg0007,tlg0007.tlg116,False,tlg0007.tlg116.perseus-grc2.xml,roman,Plutarch,Πρὸς ἡγεμόνα ἀπαίδευτον,1.0,pagan,Philosophici/-ae,164,1825
139,tlg0007,tlg0007.tlg117,False,tlg0007.tlg117.perseus-grc2.xml,roman,Plutarch,Εἰ πρεσβυτέρῳ πολιτευτέον,1.0,pagan,Philosophici/-ae,522,7411
140,tlg0007,tlg0007.tlg118,False,tlg0007.tlg118.perseus-grc2.xml,roman,Plutarch,Πολιτικὰ παραγγέλματα,1.0,pagan,Philosophici/-ae,840,13269
141,tlg0007,tlg0007.tlg119,False,tlg0007.tlg119.perseus-grc2.xml,roman,Plutarch,Περὶ μοναρχίας καὶ δημοκρατίας καὶ ὀλιγαρχίας,1.0,pagan,Philosophici/-ae,56,626
142,tlg0007,tlg0007.tlg120,False,tlg0007.tlg120.perseus-grc2.xml,roman,Plutarch,Περὶ τοῦ μὴ δεῖν δανείζεσθαι,1.0,pagan,Philosophici/-ae,237,2280
143,tlg0007,tlg0007.tlg121,False,tlg0007.tlg121.perseus-grc2.xml,roman,Plutarch,Vitae decem oratorum,1.0,pagan,Philosophici/-ae,504,9093
144,tlg0007,tlg0007.tlg122,False,tlg0007.tlg122.perseus-grc2.xml,roman,Plutarch,Συγκρίσεως Ἀριστοφάνους καὶ Μενάνδρου ἐπιτομή,1.0,pagan,Philosophici/-ae,29,718
145,tlg0007,tlg0007.tlg123,False,tlg0007.tlg123.perseus-grc2.xml,roman,Plutarch,Περὶ τῆς Ἡροδότου κακοηθείας,1.0,pagan,Philosophici/-ae,356,8969
146,tlg0007,tlg0007.tlg125,False,tlg0007.tlg125.perseus-grc2.xml,roman,Plutarch,Αἴτια φυσικά,1.0,pagan,Philosophici/-ae,275,4192
147,tlg0007,tlg0007.tlg126,False,tlg0007.tlg126.perseus-grc2.xml,roman,Plutarch,Περὶ τοῦ ἐμφαινομένου προσώπου τῷ κύκλῳ τῆς σελήνης,1.0,pagan,Philosophici/-ae,557,12689
148,tlg0007,tlg0007.tlg127,False,tlg0007.tlg127.perseus-grc3.xml,roman,Plutarch,Περὶ τοῦ πρώτως ψυχροῦ,1.0,pagan,Philosophici/-ae,253,5003
149,tlg0007,tlg0007.tlg128,False,tlg0007.tlg128.perseus-grc2.xml,roman,Plutarch,Περὶ τοῦ πότερον ὕδωρ ἢ πῦρ χρησιμώτερον,1.0,pagan,Philosophici/-ae,92,1626
150,tlg0007,tlg0007.tlg129,False,tlg0007.tlg129.perseus-grc2.xml,roman,Plutarch,Πότερα τῶν ζῴων φρονιμώτερα τὰ χερσαῖα ἢ τὰ ἔνυδρα,1.0,pagan,Philosophici/-ae,562,11885
151,tlg0007,tlg0007.tlg130,False,tlg0007.tlg130.perseus-grc2.xml,roman,Plutarch,Περὶ τοῦ τὰ ἄλογα λόγῳ χρῆσθαι,1.0,pagan,Philosophici/-ae,197,3452
